slno,Flow_ID, Source_IP, Source_Port, Destination_IP,Destination_Port, Protocol, Timestamp, Flow_Duration, Total_Fwd_Packets,Total_Length_of_Fwd_Packets, Fwd_Packet_Length_Max, Fwd_Packet_Length_Min,Flow_Bytes_per_second, Flow_Packets_per_second,Fwd_Packets_per_second, Min_Packet_Length, Max_Packet_Length, Packet_Length_ean, ACK_Flag_Count,Label
A3PFGKHWB839TI,172.16.0.5-192.168.50.1-62614-7533-17,172.16.0.5,62614,192.168.50.1,7533,17,39:57.7,3002338,4,2064,516,516,687.4642362,1.332295031,1.332295031,516,516,516,0,Trojan Attack
A3OGQ11JV4GGC3,172.16.0.5-192.168.50.1-63126-47294-17,172.16.0.5,63126,192.168.50.1,47294,17,41:04.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
AB094YABX21WQ,172.16.0.5-192.168.50.1-63500-10191-17,172.16.0.5,63500,192.168.50.1,10191,17,39:55.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A190ZI4MDD47UC,172.16.0.5-192.168.50.1-62534-11486-17,172.16.0.5,62534,192.168.50.1,11486,17,39:38.7,2999913,4,2064,516,516,688.0199526,1.333372001,1.333372001,516,516,516,0,No Attack
A15DQC8JSUVGYR,172.16.0.5-192.168.50.1-62490-9967-17,172.16.0.5,62490,192.168.50.1,9967,17,40:16.6,6008722,6,3096,516,516,515.2509968,0.998548443,0.998548443,516,516,516,0,Evasion or Adversarial Attack
A3SWKICKP4J5K6,172.16.0.5-192.168.50.1-62678-62678-6,172.16.0.5,62678,192.168.50.1,62678,6,34:27.7,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
A3BI8LP14PUYAG,172.16.0.5-192.168.50.1-62588-35536-17,172.16.0.5,62588,192.168.50.1,35536,17,41:06.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A1VMAF3WW4J3M3,172.16.0.5-192.168.50.1-28118-28118-6,172.16.0.5,28118,192.168.50.1,28118,6,34:27.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A2ALSH7ZYSVPK3,172.16.0.5-192.168.50.1-62600-46750-17,172.16.0.5,62600,192.168.50.1,46750,17,40:58.0,2996860,4,2064,516,516,688.7208612,1.334730351,1.334730351,516,516,516,0,No Attack
A3B5N33ML7LJ5P,172.16.0.5-192.168.50.1-62466-37541-17,172.16.0.5,62466,192.168.50.1,37541,17,41:11.7,3004954,4,2064,516,516,686.8657557,1.331135185,1.331135185,516,516,516,0,Evasion or Adversarial Attack
A18VUKXM8NXY,172.16.0.5-192.168.50.1-580-11069-17,172.16.0.5,580,192.168.50.1,11069,17,40:06.7,7708660,10,5160,516,516,669.3770383,1.297242322,1.297242322,516,516,516,0,Poisoning or Causative Attack
A24MI2GG040LY7,172.16.0.5-192.168.50.1-62779-37376-17,172.16.0.5,62779,192.168.50.1,37376,17,41:00.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A28QH292WLWZY,172.16.0.5-192.168.50.1-62482-4582-17,172.16.0.5,62482,192.168.50.1,4582,17,41:05.5,2999859,4,2064,516,516,688.0323375,1.333396003,1.333396003,516,516,516,0,No Attack
A3L0TIXDIKFKA0,172.16.0.5-192.168.50.1-62893-62430-17,172.16.0.5,62893,192.168.50.1,62430,17,40:54.6,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
ABFMZYA9NJ222,172.16.0.5-192.168.50.1-64839-1134-17,172.16.0.5,64839,192.168.50.1,1134,17,40:36.0,2999507,4,2064,516,516,688.1130799,1.33355248,1.33355248,516,516,516,0,No Attack
A2H84V55USFJQX,172.16.0.5-192.168.50.1-63493-54169-17,172.16.0.5,63493,192.168.50.1,54169,17,40:43.4,2999872,4,2064,516,516,688.0293559,1.333390225,1.333390225,516,516,516,0,Evasion or Adversarial Attack
AUOGMXLRRLVE1,172.16.0.5-192.168.50.1-62874-60976-17,172.16.0.5,62874,192.168.50.1,60976,17,40:51.7,2999973,4,2064,516,516,688.0061921,1.333345333,1.333345333,516,516,516,0,Poisoning or Causative Attack
ABPNZ9RKXOP0E,172.16.0.5-192.168.50.1-11446-12274-17,172.16.0.5,11446,192.168.50.1,12274,17,41:11.7,3000072,4,2064,516,516,687.9834884,1.333301334,1.333301334,516,516,516,0,Trojan Attack
A3SEW1ECTN5D0D,172.16.0.5-192.168.50.1-62638-54861-17,172.16.0.5,62638,192.168.50.1,54861,17,40:58.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A250GU4SMP2BFS,172.16.0.5-192.168.50.1-62534-15365-17,172.16.0.5,62534,192.168.50.1,15365,17,40:33.5,5999833,6,3096,516,516,516.0143624,1.000027834,1.000027834,516,516,516,0,Evasion or Adversarial Attack
A1NEGY709BBIY3,172.16.0.5-192.168.50.1-62468-22843-17,172.16.0.5,62468,192.168.50.1,22843,17,41:03.6,6000060,6,3096,516,516,515.9948401,0.99999,0.99999,516,516,516,0,No Attack
A282OG9GRBXNEE,172.16.0.5-192.168.50.1-63287-13396-17,172.16.0.5,63287,192.168.50.1,13396,17,40:49.3,5999194,6,3096,516,516,516.0693253,1.000134351,1.000134351,516,516,516,0,Evasion or Adversarial Attack
A3M1LSD6E21BVK,172.16.0.5-192.168.50.1-10139-10139-6,172.16.0.5,10139,192.168.50.1,10139,6,34:39.0,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
AJF5B70OO7S43,172.16.0.5-192.168.50.1-62467-44711-17,172.16.0.5,62467,192.168.50.1,44711,17,40:33.4,5998918,6,3096,516,516,516.0930688,1.000180366,1.000180366,516,516,516,0,Trojan Attack
AGVNJ7B3TH8TB,172.16.0.5-192.168.50.1-50933-57088-6,172.16.0.5,50933,192.168.50.1,57088,6,34:39.2,2,2,0,0,0,0,1000000,1000000,0,0,0,1,No Attack
A2OIH61PAAW602,172.16.0.5-192.168.50.1-62953-24754-17,172.16.0.5,62953,192.168.50.1,24754,17,39:41.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A31IMY00G32AD2,172.16.0.5-192.168.50.1-65130-15152-17,172.16.0.5,65130,192.168.50.1,15152,17,40:49.4,6007459,6,3096,516,516,515.3593225,0.998758377,0.998758377,516,516,516,0,Evasion or Adversarial Attack
ANSGM5B0542MM,172.16.0.5-192.168.50.1-1012-375-17,172.16.0.5,1012,192.168.50.1,375,17,40:55.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
AKJHHD5VEH7VG,172.16.0.5-192.168.50.1-63876-30035-17,172.16.0.5,63876,192.168.50.1,30035,17,40:30.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
AEKFUOZXJGOES,172.16.0.5-192.168.50.1-62467-36282-17,172.16.0.5,62467,192.168.50.1,36282,17,40:53.4,48,2,1032,516,516,21500000,41666.66667,41666.66667,516,516,516,0,No Attack
A1OTH5C0YHR1TR,172.16.0.5-192.168.50.1-580-17398-17,172.16.0.5,580,192.168.50.1,17398,17,41:10.2,6667887,16,8256,516,516,1238.173352,2.39956076,2.39956076,516,516,516,0,Evasion or Adversarial Attack
A2J8FJTJXL32VC,172.16.0.5-192.168.50.1-64575-5137-6,172.16.0.5,64575,192.168.50.1,5137,6,34:41.4,0,2,0,0,0,,inf,0,0,0,0,1,No Attack
A3BZRB5BQU7MP6,172.16.0.5-192.168.50.1-62843-3798-17,172.16.0.5,62843,192.168.50.1,3798,17,41:07.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A393ZV2MIVGDPF,172.16.0.5-192.168.50.1-62486-45188-17,172.16.0.5,62486,192.168.50.1,45188,17,40:03.6,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
AWGA6OTPZOF56,192.168.50.8-216.58.219.193-60014-443-6,192.168.50.8,60014,216.58.219.193,443,6,38:44.5,1,2,31,31,0,31000000,2000000,2000000,0,31,20.66666667,0,Trojan Attack
AS0O9EE62B0Y6,172.16.0.5-192.168.50.1-63876-14327-17,172.16.0.5,63876,192.168.50.1,14327,17,40:27.1,6000182,6,3096,516,516,515.9843485,0.999969668,0.999969668,516,516,516,0,No Attack
AMDPYQR7QVOJQ,172.16.0.5-192.168.50.1-62643-5386-17,172.16.0.5,62643,192.168.50.1,5386,17,41:11.8,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3TCHBGG6IS1OZ,172.16.0.5-192.168.50.1-62514-22511-17,172.16.0.5,62514,192.168.50.1,22511,17,40:58.6,2993694,4,2064,516,516,689.4492223,1.336141904,1.336141904,516,516,516,0,No Attack
A33VM5VIE089HS,172.16.0.5-192.168.50.1-44192-57346-6,172.16.0.5,44192,192.168.50.1,57346,6,34:27.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
AYA27SRXFOXP7,172.16.0.5-192.168.50.1-63329-19224-6,172.16.0.5,63329,192.168.50.1,19224,6,34:31.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
ANDCFU8FAQY3Z,172.16.0.5-192.168.50.1-59843-59843-6,172.16.0.5,59843,192.168.50.1,59843,6,34:41.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A1CDYM10FO8791,172.16.0.5-192.168.50.1-62631-49645-17,172.16.0.5,62631,192.168.50.1,49645,17,41:06.9,3000041,4,2064,516,516,687.9905975,1.333315111,1.333315111,516,516,516,0,No Attack
A3916G6EAUK63A,172.16.0.5-192.168.50.1-62553-14920-17,172.16.0.5,62553,192.168.50.1,14920,17,40:27.3,2998396,4,2064,516,516,688.3680474,1.334046604,1.334046604,516,516,516,0,No Attack
AYN5SCECP2LFK,172.16.0.5-192.168.50.1-580-36844-17,172.16.0.5,580,192.168.50.1,36844,17,39:42.8,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A1NTSZ3ZD4R5B7,172.16.0.5-192.168.50.1-39532-43907-17,172.16.0.5,39532,192.168.50.1,43907,17,39:25.2,3009302,4,2064,516,516,685.8733354,1.32921189,1.32921189,516,516,516,0,Poisoning or Causative Attack
A2AZLM2T4GAWJ1,172.16.0.5-192.168.50.1-13383-26607-17,172.16.0.5,13383,192.168.50.1,26607,17,41:05.0,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A3Z435GQN9XG8,172.16.0.5-192.168.50.1-62479-32764-17,172.16.0.5,62479,192.168.50.1,32764,17,40:26.7,5999746,6,3096,516,516,516.0218449,1.000042335,1.000042335,516,516,516,0,No Attack
A1ROUMJOGO4QMB,172.16.0.5-192.168.50.1-63609-8972-17,172.16.0.5,63609,192.168.50.1,8972,17,40:34.3,6136244,6,3096,516,516,504.5431701,0.977796841,0.977796841,516,516,516,0,Evasion or Adversarial Attack
A53UQYV14N0D7,172.16.0.5-192.168.50.1-63021-50415-17,172.16.0.5,63021,192.168.50.1,50415,17,40:15.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
APTGM66PJRNGC,172.16.0.5-192.168.50.1-15073-13523-6,172.16.0.5,15073,192.168.50.1,13523,6,34:33.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A3BHMPPJEOZ3W1,172.16.0.5-192.168.50.1-62806-25378-17,172.16.0.5,62806,192.168.50.1,25378,17,40:21.4,3001341,4,2064,516,516,687.6926014,1.3327376,1.3327376,516,516,516,0,No Attack
A158I4XBGHVQ7W,172.16.0.5-192.168.50.1-62470-54628-17,172.16.0.5,62470,192.168.50.1,54628,17,39:34.1,9003215,8,4128,516,516,458.5028792,0.888571471,0.888571471,516,516,516,0,Evasion or Adversarial Attack
A1VABJOP02YUJG,172.16.0.5-192.168.50.1-62484-58873-17,172.16.0.5,62484,192.168.50.1,58873,17,40:24.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A2F20N23SUFXZG,172.16.0.5-192.168.50.1-580-35757-17,172.16.0.5,580,192.168.50.1,35757,17,39:30.5,251244,6,3096,516,516,12322.68233,23.88116731,23.88116731,516,516,516,0,Evasion or Adversarial Attack
A1OASDKPOPZPKD,172.16.0.5-192.168.50.1-62796-9561-17,172.16.0.5,62796,192.168.50.1,9561,17,39:55.4,6004898,6,3096,516,516,515.5791156,0.999184333,0.999184333,516,516,516,0,Poisoning or Causative Attack
A3J8AQWNNI3WSN,172.16.0.5-192.168.50.1-48857-48857-6,172.16.0.5,48857,192.168.50.1,48857,6,34:42.5,49,2,0,0,0,0,40816.32653,40816.32653,0,0,0,1,Trojan Attack
AMRI1HBLPI25L,172.16.0.5-192.168.50.1-21221-54130-17,172.16.0.5,21221,192.168.50.1,54130,17,39:57.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A15UT1J4NEDI5M,172.16.0.5-192.168.50.1-883-15230-17,172.16.0.5,883,192.168.50.1,15230,17,39:57.2,2000876,4,2064,516,516,1031.548182,1.999124384,1.999124384,516,516,516,0,Evasion or Adversarial Attack
A9AAK8MS0T90F,172.16.0.5-192.168.50.1-26184-26184-6,172.16.0.5,26184,192.168.50.1,26184,6,34:33.7,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
AGFV9F4CI93S3,172.16.0.5-192.168.50.1-44946-14736-17,172.16.0.5,44946,192.168.50.1,14736,17,40:21.8,3006419,4,2064,516,516,686.5310524,1.330486536,1.330486536,516,516,516,0,Evasion or Adversarial Attack
ALHX4DKHGQD4Z,172.16.0.5-192.168.50.1-62467-38285-17,172.16.0.5,62467,192.168.50.1,38285,17,40:51.7,2999992,4,2064,516,516,688.0018347,1.333336889,1.333336889,516,516,516,0,Poisoning or Causative Attack
A1XNHRL5TPXK6N,172.16.0.5-192.168.50.1-62499-49560-17,172.16.0.5,62499,192.168.50.1,49560,17,40:51.0,2999908,4,2064,516,516,688.0210993,1.333374223,1.333374223,516,516,516,0,Trojan Attack
A1ET4NWR651CAX,172.16.0.5-192.168.50.1-580-5026-17,172.16.0.5,580,192.168.50.1,5026,17,39:44.5,2001901,4,2064,516,516,1031.020015,1.998100805,1.998100805,516,516,516,0,No Attack
A3LXOMANBRFQJG,172.16.0.5-192.168.50.1-62502-16456-17,172.16.0.5,62502,192.168.50.1,16456,17,39:45.9,6000364,6,3096,516,516,515.9686979,0.999939337,0.999939337,516,516,516,0,No Attack
AIKDGFLEZER9T,172.16.0.5-192.168.50.1-62586-27109-17,172.16.0.5,62586,192.168.50.1,27109,17,40:42.2,6002608,6,3096,516,516,515.7758094,0.999565522,0.999565522,516,516,516,0,Evasion or Adversarial Attack
A19N2TU4D31BT6,172.16.0.5-192.168.50.1-62498-33969-17,172.16.0.5,62498,192.168.50.1,33969,17,40:03.8,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A2HH2V5Q7ZUK0K,172.16.0.5-192.168.50.1-16227-16227-6,172.16.0.5,16227,192.168.50.1,16227,6,34:29.2,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A1WVMU2PMQ0GXW,172.16.0.5-192.168.50.1-52762-11872-6,172.16.0.5,52762,192.168.50.1,11872,6,34:28.9,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A10E57QZ4GJ32F,172.16.0.5-192.168.50.1-62476-3521-17,172.16.0.5,62476,192.168.50.1,3521,17,41:06.0,3000046,4,2064,516,516,687.9894508,1.333312889,1.333312889,516,516,516,0,Evasion or Adversarial Attack
A2OQ6RXQT17LGQ,172.16.0.5-192.168.50.1-62523-56288-17,172.16.0.5,62523,192.168.50.1,56288,17,41:04.5,2999994,4,2064,516,516,688.001376,1.333336,1.333336,516,516,516,0,No Attack
A1AANQDL7EQUII,172.16.0.5-192.168.50.1-62197-33241-6,172.16.0.5,62197,192.168.50.1,33241,6,34:41.0,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A29WENSRNV44RY,172.16.0.5-192.168.50.1-62470-43317-17,172.16.0.5,62470,192.168.50.1,43317,17,41:06.2,3000100,4,2064,516,516,687.9770674,1.33328889,1.33328889,516,516,516,0,Poisoning or Causative Attack
A1TOW634MZ0ELQ,172.16.0.5-192.168.50.1-34301-14566-17,172.16.0.5,34301,192.168.50.1,14566,17,40:07.4,6008379,6,3096,516,516,515.2804109,0.998605447,0.998605447,516,516,516,0,Trojan Attack
AO6735APC3YAJ,172.16.0.5-192.168.50.1-34643-10673-6,172.16.0.5,34643,192.168.50.1,10673,6,34:36.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A1J75JJ0Q2OEJN,172.16.0.5-192.168.50.1-62614-12029-17,172.16.0.5,62614,192.168.50.1,12029,17,39:37.1,6000957,6,3096,516,516,515.9177111,0.999840525,0.999840525,516,516,516,0,Evasion or Adversarial Attack
A3OXHLG6DIBRW8,172.16.0.5-192.168.50.1-8955-40765-17,172.16.0.5,8955,192.168.50.1,40765,17,40:41.9,6000207,6,3096,516,516,515.9821986,0.999965501,0.999965501,516,516,516,0,No Attack
A1JDKNDE73FLV2,172.16.0.5-192.168.50.1-64128-32567-17,172.16.0.5,64128,192.168.50.1,32567,17,40:49.5,6011867,6,3096,516,516,514.9814525,0.998026071,0.998026071,516,516,516,0,Evasion or Adversarial Attack
A3OAYBV9IQV33C,172.16.0.5-192.168.50.1-62633-11714-17,172.16.0.5,62633,192.168.50.1,11714,17,40:36.0,3000975,4,2064,516,516,687.7764726,1.332900141,1.332900141,516,516,516,0,Poisoning or Causative Attack
A2GR7SRMJ54RG7,172.16.0.5-192.168.50.1-62552-24603-17,172.16.0.5,62552,192.168.50.1,24603,17,39:45.7,8997030,8,4128,516,516,458.8180766,0.889182319,0.889182319,516,516,516,0,Trojan Attack
A1J92I2HPUPAXT,172.16.0.5-192.168.50.1-42222-14879-17,172.16.0.5,42222,192.168.50.1,14879,17,39:46.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1TTREMB4DDEX7,172.16.0.5-192.168.50.1-63817-55790-6,172.16.0.5,63817,192.168.50.1,55790,6,34:41.2,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A1KNF8V0TT4LW2,172.16.0.5-192.168.50.1-784-47596-17,172.16.0.5,784,192.168.50.1,47596,17,40:46.4,1652838,16,8256,516,516,4995.044886,9.680319547,9.680319547,516,516,516,0,Evasion or Adversarial Attack
A1MVN7BGX0CYKD,172.16.0.5-192.168.50.1-62774-59528-17,172.16.0.5,62774,192.168.50.1,59528,17,40:20.0,2999878,4,2064,516,516,688.0279798,1.333387558,1.333387558,516,516,516,0,Poisoning or Causative Attack
A2B0NY2EROZMSO,172.16.0.5-192.168.50.1-62474-48005-17,172.16.0.5,62474,192.168.50.1,48005,17,40:47.5,50,2,1032,516,516,20640000,40000,40000,516,516,516,0,Trojan Attack
A2Y8ISBLBKS74N,172.16.0.5-192.168.50.1-62470-24837-17,172.16.0.5,62470,192.168.50.1,24837,17,40:21.0,3002314,4,2064,516,516,687.4697317,1.332305682,1.332305682,516,516,516,0,No Attack
AY6MB5S44GMH4,172.16.0.5-192.168.50.1-62581-33663-17,172.16.0.5,62581,192.168.50.1,33663,17,40:56.3,6001373,6,3096,516,516,515.881949,0.999771219,0.999771219,516,516,516,0,Evasion or Adversarial Attack
A158R7U24SFS1T,172.16.0.5-192.168.50.1-585-4955-17,172.16.0.5,585,192.168.50.1,4955,17,40:05.7,8444982,16,8256,516,516,977.6219772,1.894616235,1.894616235,516,516,516,0,No Attack
A3912Y5CRG5D1A,172.16.0.5-192.168.50.1-48033-48033-6,172.16.0.5,48033,192.168.50.1,48033,6,34:31.6,0,2,0,0,0,,inf,0,0,0,0,1,Evasion or Adversarial Attack
A15T9G38F589KM,172.16.0.5-192.168.50.1-9211-6785-17,172.16.0.5,9211,192.168.50.1,6785,17,40:21.8,2999699,4,2064,516,516,688.0690363,1.333467125,1.333467125,516,516,516,0,Poisoning or Causative Attack
AXMBQBI7N8L37,172.16.0.5-192.168.50.1-62468-27813-17,172.16.0.5,62468,192.168.50.1,27813,17,41:05.0,3000021,4,2064,516,516,687.995184,1.333324,1.333324,516,516,516,0,Trojan Attack
A12NJLAHKB8DVM,172.16.0.5-192.168.50.1-29730-35138-6,172.16.0.5,29730,192.168.50.1,35138,6,34:35.7,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
AW9KV1KKSBOY7,172.16.0.5-192.168.50.1-46701-7598-17,172.16.0.5,46701,192.168.50.1,7598,17,40:35.3,6000503,6,3096,516,516,515.9567456,0.999916174,0.999916174,516,516,516,0,Evasion or Adversarial Attack
A1AVDAS4VK9FCL,172.16.0.5-192.168.50.1-62558-29647-17,172.16.0.5,62558,192.168.50.1,29647,17,40:34.4,6003854,6,3096,516,516,515.6687688,0.999358079,0.999358079,516,516,516,0,No Attack
A3L4LBON8P64YQ,172.16.0.5-192.168.50.1-62806-36400-17,172.16.0.5,62806,192.168.50.1,36400,17,40:25.5,6000104,6,3096,516,516,515.9910562,0.999982667,0.999982667,516,516,516,0,Evasion or Adversarial Attack
ALD467ZEFBPDF,172.16.0.5-192.168.50.1-793-10344-17,172.16.0.5,793,192.168.50.1,10344,17,40:46.5,2076730,14,7224,516,516,3478.545598,6.741367438,6.741367438,516,516,516,0,Poisoning or Causative Attack
ANTA6BNDLCQP5,172.16.0.5-192.168.50.1-63620-6098-17,172.16.0.5,63620,192.168.50.1,6098,17,40:50.8,3000528,4,2064,516,516,687.8789333,1.333098708,1.333098708,516,516,516,0,Trojan Attack
A2YLKQJOGJ8R85,172.16.0.5-192.168.50.1-62930-39991-17,172.16.0.5,62930,192.168.50.1,39991,17,39:57.8,6268049,6,3096,516,516,493.9335988,0.957235657,0.957235657,516,516,516,0,No Attack
ABR831QWGPDEE,172.16.0.5-192.168.50.1-59503-42041-17,172.16.0.5,59503,192.168.50.1,42041,17,40:35.7,2999935,4,2064,516,516,688.014907,1.333362223,1.333362223,516,516,516,0,No Attack
A32Q1A49UMZF8Z,172.16.0.5-192.168.50.1-62491-51676-17,172.16.0.5,62491,192.168.50.1,51676,17,40:44.2,3122242,4,2064,516,516,661.0634281,1.281130675,1.281130675,516,516,516,0,Evasion or Adversarial Attack
A1YDGQVKRRM1E4,172.16.0.5-192.168.50.1-54901-61158-17,172.16.0.5,54901,192.168.50.1,61158,17,41:03.8,6007512,6,3096,516,516,515.3547758,0.998749566,0.998749566,516,516,516,0,Poisoning or Causative Attack
A22IQ8J47JT0D1,172.16.0.5-192.168.50.1-62474-43599-17,172.16.0.5,62474,192.168.50.1,43599,17,41:05.3,2999995,4,2064,516,516,688.0011467,1.333335556,1.333335556,516,516,516,0,Trojan Attack
A19N2TU4D31BT6,172.16.0.5-192.168.50.1-61441-14003-17,172.16.0.5,61441,192.168.50.1,14003,17,39:48.7,6020957,6,3096,516,516,514.2039712,0.996519324,0.996519324,516,516,516,0,Trojan Attack
A2CTJIFF789PIO,172.16.0.5-192.168.50.1-62467-26761-17,172.16.0.5,62467,192.168.50.1,26761,17,39:32.7,2999993,4,2064,516,516,688.0016053,1.333336444,1.333336444,516,516,516,0,No Attack
A1INQFWF0KH8LS,172.16.0.5-192.168.50.1-62468-31342-17,172.16.0.5,62468,192.168.50.1,31342,17,41:11.1,5999765,6,3096,516,516,516.0202108,1.000039168,1.000039168,516,516,516,0,Trojan Attack
A3N4FFGX8CCHL,172.16.0.5-192.168.50.1-63279-64860-17,172.16.0.5,63279,192.168.50.1,64860,17,40:56.5,5997929,6,3096,516,516,516.1781675,1.000345286,1.000345286,516,516,516,0,No Attack
A1CYKFUPE5ZGBA,172.16.0.5-192.168.50.1-50958-15035-17,172.16.0.5,50958,192.168.50.1,15035,17,40:21.3,3003633,4,2064,516,516,687.1678397,1.33172062,1.33172062,516,516,516,0,Evasion or Adversarial Attack
A2BBFUVBU808RI,172.16.0.5-192.168.50.1-62769-1134-17,172.16.0.5,62769,192.168.50.1,1134,17,39:45.3,2999877,4,2064,516,516,688.0282092,1.333388002,1.333388002,516,516,516,0,No Attack
AW4RC5QJTVF7N,172.16.0.5-192.168.50.1-20798-20798-6,172.16.0.5,20798,192.168.50.1,20798,6,34:29.4,49,2,0,0,0,0,40816.32653,40816.32653,0,0,0,1,Evasion or Adversarial Attack
AS4S1YINFKPRP,172.16.0.5-192.168.50.1-62911-39972-17,172.16.0.5,62911,192.168.50.1,39972,17,40:10.2,2999941,4,2064,516,516,688.0135309,1.333359556,1.333359556,516,516,516,0,Poisoning or Causative Attack
AV2MMKAUI8QBC,172.16.0.5-192.168.50.1-580-49523-17,172.16.0.5,580,192.168.50.1,49523,17,40:16.8,6919803,18,9288,516,516,1342.234743,2.601230122,2.601230122,516,516,516,0,Trojan Attack
A1H4IVXNXWWBLV,172.16.0.5-192.168.50.1-62468-12968-17,172.16.0.5,62468,192.168.50.1,12968,17,39:43.7,9000077,8,4128,516,516,458.6627426,0.888881284,0.888881284,516,516,516,0,No Attack
A2JNQP8PTHOTDF,172.16.0.5-192.168.50.1-62488-56451-17,172.16.0.5,62488,192.168.50.1,56451,17,40:35.3,3000016,4,2064,516,516,687.9963307,1.333326222,1.333326222,516,516,516,0,No Attack
ADNABCDGM22PU,172.16.0.5-192.168.50.1-62502-22779-17,172.16.0.5,62502,192.168.50.1,22779,17,40:02.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3V5HUXNQR5GOO,172.16.0.5-192.168.50.1-62466-42040-17,172.16.0.5,62466,192.168.50.1,42040,17,41:05.0,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A1ZB1DWIQ584HK,172.16.0.5-192.168.50.1-634-59454-17,172.16.0.5,634,192.168.50.1,59454,17,40:50.2,4916897,18,9288,516,516,1888.996251,3.660845448,3.660845448,516,516,516,0,Trojan Attack
A3KXF5G0KNUZWF,172.16.0.5-192.168.50.1-63578-3946-17,172.16.0.5,63578,192.168.50.1,3946,17,39:31.2,12001508,10,5160,516,516,429.9459701,0.833228624,0.833228624,516,516,516,0,No Attack
A3USZ8ELDN90TW,172.16.0.5-192.168.50.1-62472-7070-17,172.16.0.5,62472,192.168.50.1,7070,17,40:21.9,2999224,4,2064,516,516,688.1780087,1.333678311,1.333678311,516,516,516,0,Evasion or Adversarial Attack
A24STD27S7AQVE,172.16.0.5-192.168.50.1-572-10032-17,172.16.0.5,572,192.168.50.1,10032,17,40:05.9,8105735,14,7224,516,516,891.2208455,1.727172181,1.727172181,516,516,516,0,No Attack
A3BSPXD2A2UQ2T,172.16.0.5-192.168.50.1-62534-28415-17,172.16.0.5,62534,192.168.50.1,28415,17,40:51.8,3000132,4,2064,516,516,687.9697293,1.333274669,1.333274669,516,516,516,0,Evasion or Adversarial Attack
A2G9JJ0EI0JVIA,172.16.0.5-192.168.50.1-9151-29910-6,172.16.0.5,9151,192.168.50.1,29910,6,34:32.4,104,2,0,0,0,0,38461.53846,19230.76923,0,0,0,1,Poisoning or Causative Attack
A1WLPEM7Z6LM35,172.16.0.5-192.168.50.1-62725-62468-17,172.16.0.5,62725,192.168.50.1,62468,17,39:55.6,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
ACOJICZG9EYPR,172.16.0.5-192.168.50.1-63052-38655-17,172.16.0.5,63052,192.168.50.1,38655,17,41:05.8,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
